"Statistic","Chrom","Gene name","Population","stat"
"Fay.Wu.H","chr6","UTRN","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","ABCB5","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","AGFG2","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","ATXN7L1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr7","AUTS2","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","C7orf25","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CAV1","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CAV2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CDK6","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CFTR","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","CNTNAP2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CTTNBP2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CUX1","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","CYP3A43","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","DGKI","SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","DPP6","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","EFCAB10","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","EPHB6","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","EXOC4","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","FAM133B","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","FBXO24","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","FOXP2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","GARS","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","HDAC9","SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","HIBADH","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","HIPK2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","ICA1","NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","IMMP2L","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","KMT2C","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","LAT2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","LINC00998","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","LOC401320","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","LRCH4","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","MOSPD3","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","NPSR1-AS1","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","NRCAM","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","NUDCD3","NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","NYAP1","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PCOLCE","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PCOLCE-AS1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PDE1C","CIM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PLEKHA8","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PRSS3P2","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","PUS7","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","RFC2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","RINT1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","SAP25","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","SCRN1","NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr7","SKAP2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","SMURF1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","TFR2","TON","Fay and Wu's H"
"Fay.Wu.H","chr7","TSC22D4","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr7","TYW1","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","WIPF3","NZM","Fay and Wu's H"
"Fay.Wu.H","chr7","ZNF804B","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","ARHGAP39","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","C8orf74","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","C8orf76","CIM","Fay and Wu's H"
"Fay.Wu.H","chr8","CHCHD7","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","COL22A1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","CSGALNACT1","TON","Fay and Wu's H"
"Fay.Wu.H","chr8","CYC1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","DEFB136","TON","Fay and Wu's H"
"Fay.Wu.H","chr8","EXOSC4","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","EYA1","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","FAM110B","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","FAM167A","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","FAM167A-AS1","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","GDF6","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","GPAA1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","KIF13B","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","LINC01606","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","LOC286177","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","LYN","TON","Fay and Wu's H"
"Fay.Wu.H","chr8","MAF1","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","MIR4663","CIM","Fay and Wu's H"
"Fay.Wu.H","chr8","MIR5680","CIM","Fay and Wu's H"
"Fay.Wu.H","chr8","MIR598","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","MOS","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","MYBL1","TON","Fay and Wu's H"
"Fay.Wu.H","chr8","NCALD","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","PAG1","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","PKIA","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","PLAG1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr8","RALYL","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","RHPN1","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","RPS20","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","RUNX1T1","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","SDR16C5","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","SGCZ","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","SHARPIN","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","SLC26A7","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","SLC30A8","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","SNORD54","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","ST18","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","TMEM65","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","TMEM68","TON","Fay and Wu's H"
"Fay.Wu.H","chr8","TRAPPC9","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","TSNARE1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","UBE2W","CIM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","WDR97","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","XKR6","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr8","ZC2HC1A","SAM","Fay and Wu's H"
"Fay.Wu.H","chr8","ZMAT4","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr8","ZNF706","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","CENPP","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","COL5A1","TON","Fay and Wu's H"
"Fay.Wu.H","chr9","DOCK8","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","GGTA1P","TON","Fay and Wu's H"
"Fay.Wu.H","chr9","LOC100132781","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","LOC100506422","SAM","Fay and Wu's H"
"Fay.Wu.H","chr9","LOC286238","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","MIR548H3","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","MPDZ","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","PAPPA","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","PRRC2B","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","PSIP1","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","PTPRD","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","RGS3","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","SH3GL2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","SHB","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","SHC3","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","SLC44A1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","SNAPC3","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","TMEM215","SAM","Fay and Wu's H"
"Fay.Wu.H","chr9","TPD52L3","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","TRAF2","SAM","Fay and Wu's H"
"Fay.Wu.H","chr9","TTC39B","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","TTLL11","SAM","Fay and Wu's H"
"Fay.Wu.H","chr9","UHRF2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr9","ZNF510","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr9","ZNF782","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","ACBD7","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","C10orf111","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","C10orf142","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","CALY","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","CCDC6","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","CISD1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","CTNNA3","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","CXCL12","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","DIP2C","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","DNAJB12","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","ECHS1","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","FAM13C","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","FGFR2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","FOXI2","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","FRMPD2","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","FRMPD2B","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","FUOM","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","GRID1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","HECTD2-AS1","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","IPMK","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","KAT6B","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","KIAA1217","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","LOC100499489","TON","Fay and Wu's H"
"Fay.Wu.H","chr10","MCU","SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","MICU1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","MIR1256","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","MIR3944","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","MPP7","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","MTG1","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","NDST2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","NMT2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","OLAH","CIM","Fay and Wu's H"
"Fay.Wu.H","chr10","PAOX","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","PCDH15","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","PHYHIPL","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","PIP4K2A","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","PRAP1","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","PRR26","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","RPP38","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","RTKN2","NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","SFMBT2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","SORCS1","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","SPRN","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","TCF7L2","TON","Fay and Wu's H"
"Fay.Wu.H","chr10","TDRD1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","TMEM72-AS1","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","TUBGCP2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr10","ZEB1","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","ZNF365","NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr10","ZNF503","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","ZNF503-AS2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr10","ZRANB1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr10","ZSWIM8","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","AMBRA1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","ARHGEF17","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","C11orf49","SAM","Fay and Wu's H"
"Fay.Wu.H","chr11","CCDC15","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","CPT1A","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","CWF19L2","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr11","CYB561A3","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","DEUP1","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","DLG2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","DNHD1","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","FCHSD2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","GAB2","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","GAL","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","GRM5","NZM","Fay and Wu's H"
"Fay.Wu.H","chr11","LOC100133315","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr11","LOC101054525","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr11","OR5M3","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","OR8U8","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","P2RY6","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","PPP6R3","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","PRG2","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","RHOD","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","RNF121","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr11","SIK2","CIM","Fay and Wu's H"
"Fay.Wu.H","chr11","SLC43A3","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","SOX6","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr11","SWAP70","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","TEAD1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr11","TESMIN","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","TIMM10B","TON","Fay and Wu's H"
"Fay.Wu.H","chr11","TKFC","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","TMEM138","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr11","UVRAG","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","AAAS","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","ADGRD1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","ANKS1B","SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","ANO6","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","ATP6V0A2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","AVPR1A","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","C12orf29","NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","C12orf50","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","CCDC59","SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","CEP290","NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","CIT","SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","CKAP4","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","CNTN1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","CRY1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","DNAH10","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","EEA1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","ERC1","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","FAM216A","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","FGD4","NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","GUCY2C","NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","HMGA2","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","LOC100287944","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","METTL25","SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","MGAT4C","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","NAV3","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","NTS","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","PDZRN4","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","PIK3C2G","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","PLEKHA8P1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","PLEKHG7","SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","PRMT8","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","PTPRQ","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","PUS7L","CIM","Fay and Wu's H"
"Fay.Wu.H","chr12","RASSF9","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","RFX4","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr12","RHNO1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","RPSAP52","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","SLC17A8","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","SP1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","SP7","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","SYT1","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr12","TCTN2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","TMEM117","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","TMTC2","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","TULP3","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","UHRF1BP1L","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr12","WSCD2","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr13","FLT3","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr13","FNDC3A","NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","GTF2F2","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","HMGB1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr13","MICU2","TON","Fay and Wu's H"
"Fay.Wu.H","chr13","MIPEPP3","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr13","MIR4500","TON","Fay and Wu's H"
"Fay.Wu.H","chr13","MIR4500HG","TON","Fay and Wu's H"
"Fay.Wu.H","chr13","NHLRC3","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr13","PROSER1","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr13","STARD13","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","STOML3","NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","TM9SF2","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","UFM1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr13","USPL1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr13","XPO4","SAM","Fay and Wu's H"
"Fay.Wu.H","chr13","ZDHHC20","CIM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","ADCK1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","AMN","NZM","Fay and Wu's H"
"Fay.Wu.H","chr14","BRF1","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","BTBD6","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","C14orf178","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","CDC42BPB","NZM","Fay and Wu's H"
"Fay.Wu.H","chr14","CHD8","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","DHRS4","SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","DHRS4-AS1","SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","DHRS4L2","SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","FANCM","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","FKBP3","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","FLJ22447","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","FOXA1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","KCNK13","TON","Fay and Wu's H"
"Fay.Wu.H","chr14","LINC00605","TON","Fay and Wu's H"
"Fay.Wu.H","chr14","LRFN5","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","MAP4K5","CIM","Fay and Wu's H"
"Fay.Wu.H","chr14","MIPOL1","NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","MNAT1","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","MOK","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","NRXN3","TON","Fay and Wu's H"
"Fay.Wu.H","chr14","PACS2","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","PLEKHG3","NZM","Fay and Wu's H"
"Fay.Wu.H","chr14","PRPF39","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","RAD51B","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","SLC38A6","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","SMOC1","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","SNORD127","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","SNW1","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr14","TEX22","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr14","TRMT5","CIM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr14","WDR20","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","AGBL1","TON","Fay and Wu's H"
"Fay.Wu.H","chr15","ATP10A","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","ATP8B4","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","BAHD1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","C15orf41","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","CSNK1A1P1","NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","DAPK2","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr15","FAN1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr15","FRMD5","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","ICE2","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","ITGA11","CIM, NZM","Fay and Wu's H"
"Fay.Wu.H","chr15","MIR4715","CIM, NZM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","MIR627","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","MTMR10","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","RORA","SAM","Fay and Wu's H"
"Fay.Wu.H","chr15","SV2B","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","THBS1","SAM","Fay and Wu's H"
"Fay.Wu.H","chr15","TJP1","SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","TMCO5A","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr15","TMEM87A","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr15","VPS39","CIM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr16","ABCA17P","CIM, NZM, SAM, TON","Fay and Wu's H"
"Fay.Wu.H","chr16","ABCA3","TON","Fay and Wu's H"
"Fay.Wu.H","chr16","ABCC12","SAM","Fay and Wu's H"
"Fay.Wu.H","chr16","BOLA2","CIM","Fay and Wu's H"
"Fay.Wu.H","chr16","CDH1","NZM","Fay and Wu's H"
"Fay.Wu.H","chr16","CHP2","NZM","Fay and Wu's H"
"Fay.Wu.H","chr16","CRNDE","SAM","Fay and Wu's H"
"Fay.Wu.H","chr16","GFOD2","CIM","Fay and Wu's H"
"Fay.Wu.H","chr16","LINC00922","CIM, NZM, SAM","Fay and Wu's H"
"Fay.Wu.H","chr16","MGRN1","CIM","Fay and Wu's H"
"Fay.Wu.H","chr16","MVP","CIM","Fay and Wu's H"
